 Samsung J8 32g,174,https://articulo.mercadolibre.com.ec/MEC-418276753-samsung-j8-32gb-255-j8-64gb-310-j6-32gb-175-j6-plus-210-_JM
 Samsung J6 201,180,https://articulo.mercadolibre.com.ec/MEC-418893032-samsung-j6-2018-32gb32gb-j6-plus-32gb-3gb-ram-210-_JM
 Iphone 8 64gb;,874,https://articulo.mercadolibre.com.ec/MEC-418216136-iphone-8-64gb-7-256gb-128gb-7-plus-8-plus-x-nuevos-garantia-_JM
 Samsung S8 $51,510,https://articulo.mercadolibre.com.ec/MEC-418618454-samsung-s8-510-s8-plus-585-samsung-s9-plus-720-_JM
 Huawei P20 Lit,264,https://articulo.mercadolibre.com.ec/MEC-418916382-huawei-p20-lite-265-mate-20-lite-335-mate-20-pro-1100-_JM
 Xiaomi Redmi N,229,https://articulo.mercadolibre.com.ec/MEC-418657610-xiaomi-redmi-note-5-64gb-note-6-pro-64gb-255-ano-garantia-_JM
 Xiaomi Redmi N,240,https://articulo.mercadolibre.com.ec/MEC-418551642-xiaomi-redmi-note-5-64gb-240-s2-64gb-200-mi-6-64gb-180-_JM
 Samsung J8 32 ,260,https://articulo.mercadolibre.com.ec/MEC-418887337-samsung-j8-32-gb-260-samsung-j6-175-j6-plus-220-_JM
 Samsung J2 Pri,112,https://articulo.mercadolibre.com.ec/MEC-418893036-samsung-j2-prime-16gbsamsung-j4-32gb160j2-pro-16gb-125-_JM
 Iphone 5s 6 6s,169,https://articulo.mercadolibre.com.ec/MEC-418386640-iphone-5s-6-6s-7-plus-garantia-pago-tarjeta-mejor-precio-_JM
 Xiaomi Note 6 ,254,https://articulo.mercadolibre.com.ec/MEC-418901805-xiaomi-note-6-pro-255-mi-8-lite-128gb-329-de-64gb-300-_JM
 Iphone Xr, Xs ,1.069,https://articulo.mercadolibre.com.ec/MEC-418596004-iphone-xr-xs-max-64-128-256-gb-nuevos-sellados-_JM
 Iphone X64gb $,1.119,https://articulo.mercadolibre.com.ec/MEC-418568913-iphone-x64gb-11208de-64bg-7808plus-64gb-845x256gb-1280-_JM
 Xiaomi Mi A2 L,214,https://articulo.mercadolibre.com.ec/MEC-418535659-xiaomi-mi-a2-lite-64gb-215-mi-8-lite-330-note-6-pro-255-_JM
 Iphone 8 64gb/,760,https://articulo.mercadolibre.com.ec/MEC-418893043-iphone-8-64gb8-plus-64gb-8408-plus-256gb-1040-_JM
 Huawei P Smart,200,https://articulo.mercadolibre.com.ec/MEC-418321348-huawei-p-smart-200-huawei-y9-2019-270-nuevos-de-paquete-_JM
 Huawei P20 Lit,264,https://articulo.mercadolibre.com.ec/MEC-418852432-huawei-p20-lite-micaforro-mate-20-lite-340-mate-20-pro-_JM
 Iphone 6 6s 16,169,https://articulo.mercadolibre.com.ec/MEC-418585654-iphone-6-6s-16gb-64gb-128gb-mejor-p-r-e-c-i-o-garantizado-_JM
 Xiaomi Mi 8 64,480,https://articulo.mercadolibre.com.ec/MEC-418475086-xiaomi-mi-8-64gb-mi-8-lite-64gb-300mi-8-lite-128gb-330-_JM
 Samsung J4 64g,154,https://articulo.mercadolibre.com.ec/MEC-418868820-samsung-j4-64gb-155-j4-plus-160-j6-2018-175-j8-255-_JM
 Samsung Galaxy,210,https://articulo.mercadolibre.com.ec/MEC-418728181-samsung-galaxy-j6-plus-210-samsung-j6-2018-de-32gb-180-_JM
 Iphone 7 Plus ,629,https://articulo.mercadolibre.com.ec/MEC-418585209-iphone-7-plus-32gb-128gb-garantia-mejor-precio-tcredito-_JM
 Samsung S8; S8,509,https://articulo.mercadolibre.com.ec/MEC-418236143-samsung-s8-s8-plus-s9-s9-plus-note-8-note-9-nuevos-garantia-_JM
 Huawei Mate 20,340,https://articulo.mercadolibre.com.ec/MEC-418456015-huawei-mate-20-lite-64gb-4gb-ram-mate-20-128gb-780-_JM
 Iphone Xr 64gb,940,https://articulo.mercadolibre.com.ec/MEC-418456046-iphone-xr-64gb-xr-256gb-1120-iphone-xs-max-64gb-1380-_JM
 Huawei Y5 2018,119,https://articulo.mercadolibre.com.ec/MEC-418809183-huawei-y5-2018-120-y6-2018-150-p-smart-2019-32gb-245-_JM
 Xiaomi Redmi 6,119,https://articulo.mercadolibre.com.ec/MEC-418448706-xiaomi-redmi-6-32g-145-6a-16gb-119-6a-32gb-126-_JM
 Xiaomi Pocopho,370,https://articulo.mercadolibre.com.ec/MEC-418285791-xiaomi-pocophone-f1-64-370-mi-8-lit-128-325-mi-a2-128-305-_JM
 Huawei Y7 2018,184,https://articulo.mercadolibre.com.ec/MEC-418449538-huawei-y7-2018-185-y9-2019-270-p-smart-205-nuevos-_JM
 Samsung J4 201,149,https://articulo.mercadolibre.com.ec/MEC-418269068-samsung-j4-2018-j8-2018-268-j6-2018-195-homologado-nuevo-_JM
 Xiaomi Mi 8 Li,328,https://articulo.mercadolibre.com.ec/MEC-418449292-xiaomi-mi-8-lite-mi8-128gb-a2-128gb-pocophone-f1-128gb-_JM
