_id,Canton,Circuito,Distrito,Edad,Estado Civil,Fecha Infracción,Hora Infracción,Nacionalidad,Provincia,Sexo,Zona,tipo_muert_matriz
420,PORTOVIEJO,EL GUABITO,PORTOVIEJO,42,UNION LIBRE,2014-09-02T00:00:00,2015-12-02T01:15:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
421,SALITRE,JUNQUILLAL,SALITRE,33,SOLTERO,2014-01-31T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Homicidios
422,GUAYAQUIL,7 LAGOS,SUR,18,SOLTERO,2014-02-04T00:00:00,2015-12-02T13:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
423,CUENCA,VERDE LOMA,CUENCA NORTE,47,DIVORCIADO,2014-04-17T00:00:00,2015-12-02T21:00:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
424,BALAO,SAN CARLOS,NARANJAL BALAO,26,SOLTERO,2014-01-22T00:00:00,2015-12-02T14:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
425,GUAYAQUIL,FLOR DE BASTION,NUEVA PROSPERINA,32,CASADO,2014-04-27T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
426,SANTA_ROSA,TORATA,SANTA ROSA,40,SOLTERO,2014-01-01T00:00:00,2015-12-02T17:00:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Asesinatos
427,LATACUNGA,SAN CARLOS,LATACUNGA,44,DIVORCIADO,2014-02-21T00:00:00,2015-12-02T18:45:00,ECUADOR,COTOPAXI,MASCULINO,ZONA 3,Asesinatos
428,QUITO,COCHAPAMBA,EUGENIO ESPEJO,40,SOLTERO,2014-03-29T00:00:00,2015-12-02T00:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
429,QUINSALOMA,QUINSALOMA,VENTANAS,35,SOLTERO,2014-02-02T00:00:00,2015-12-02T04:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
430,QUITO,MONJAS COLLACOTO,MANUELA SAENZ,29,SOLTERO,2014-01-17T00:00:00,2015-12-02T11:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
431,NARANJAL,NARANJAL SUR,NARANJAL BALAO,40,SOLTERO,2014-01-23T00:00:00,2015-12-02T15:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
432,SAN_MIGUEL_DE_SALCEDO,BALSAPAMBA,SAN MIGUEL,47,SOLTERO,2014-03-15T00:00:00,2015-12-02T10:00:00,ECUADOR,BOLIVAR,MASCULINO,ZONA 5,Asesinatos
433,GUAYAQUIL,FLOR DE BASTION,NUEVA PROSPERINA,33,SOLTERO,2014-04-27T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
434,BALZAR,BALZAR CENTRO,BALZAR,34,SOLTERO,2014-02-03T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
435,EL_CARMEN,EL CARMEN,EL CARMEN,50,SOLTERO,2014-01-30T00:00:00,2015-12-02T05:20:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
436,QUITO,IÑAQUITO,EUGENIO ESPEJO,59,CASADO,2014-04-28T00:00:00,2015-12-02T09:30:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
437,VALENCIA,VALENCIA,BUENA FE,35,SOLTERO,2014-01-16T00:00:00,2015-12-02T14:20:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
438,GUAYAQUIL,FLOR DE BASTION,NUEVA PROSPERINA,30,SOLTERO,2014-07-04T00:00:00,2015-12-02T23:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
439,QUITO,ARGELIA,ELOY ALFARO,73,VIUDO,2014-01-18T00:00:00,2015-12-02T02:30:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
440,IBARRA,AMAZONAS,CIUDAD BLANCA,37,SOLTERO,2014-04-20T00:00:00,2015-12-02T12:00:00,ECUADOR,IMBABURA,FEMENINO,ZONA 1,Asesinatos
441,PASAJE,LAS PRADERAS,PASAJE,25,SOLTERO,2014-04-17T00:00:00,2015-12-02T00:00:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Asesinatos
442,SALITRE,SALITRE SAUCES,SALITRE,20,SOLTERO,2014-03-03T00:00:00,2015-12-02T12:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
443,QUEVEDO,LA ESPERANZA,QUEVEDO,51,SOLTERO,2014-01-01T00:00:00,2015-12-02T16:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
444,SAN_JACINTO_DE_YAGUACHI,VIRGEN DE FATIMA,YAGUACHI,33,SOLTERO,2014-03-13T00:00:00,2015-12-02T12:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
445,GUAYAQUIL,GUASMO,SUR,32,SOLTERO,2014-10-04T00:00:00,2015-12-02T18:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
446,QUITO,AMAGUAÑA CENTRO,LOS CHILLOS,34,SOLTERO,2014-05-02T00:00:00,2015-12-02T11:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
447,PUEBLO_VIEJO,PUEBLO VIEJO,PUEBLOVIEJO,29,CASADO,2014-03-21T00:00:00,2015-12-02T20:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
448,ESMERALDAS,SAN MATEO,ESMERALDAS,48,SOLTERO,2014-01-17T00:00:00,2015-12-02T08:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
449,MILAGRO,ALMEIDA,MILAGRO,48,SOLTERO,2014-07-03T00:00:00,2015-12-02T10:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
450,EL_GUABO,LA IBERIA,PASAJE,14,SOLTERO,2014-06-05T00:00:00,2015-12-02T23:00:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Homicidios
451,MOCACHE,MOCACHE,QUEVEDO,20,SOLTERO,2014-07-02T00:00:00,2015-12-02T00:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
452,QUITO,IÑAQUITO,EUGENIO ESPEJO,57,CASADO,2014-03-26T00:00:00,2015-12-02T15:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
453,PUEBLO_VIEJO,PUEBLO VIEJO,PUEBLOVIEJO,46,SOLTERO,2014-03-21T00:00:00,2015-12-02T20:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
454,MACARA,MACARA,MACARA,38,CASADO,2014-04-19T00:00:00,2015-12-02T19:00:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Asesinatos
455,QUITO,AMAGUAÑA CENTRO,LOS CHILLOS,63,CASADO,2014-05-02T00:00:00,2015-12-02T11:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
456,BABAHOYO,UNIVERSIDAD,BABAHOYO,18,SOLTERO,2014-01-27T00:00:00,2015-12-02T05:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
457,ARENILLAS,LA LIBERTAD,HUAQUILLAS,18,SOLTERO,2014-04-01T00:00:00,2015-12-02T14:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
458,QUITO,PANECILLO,MANUELA SAENZ,38,SOLTERO,2014-04-25T00:00:00,2015-12-02T23:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
459,LA_CONCORDIA,MONTE REY,LA CONCORDIA,23,SOLTERO,2014-04-21T00:00:00,2015-12-02T23:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,FEMENINO,ZONA 4,Asesinatos
460,ISIDRO_AYORA,ISIDRO AYORA,PEDRO CARBO,77,VIUDO,2014-03-13T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
461,LA_TRONCAL,TRONCAL CENTRO,LA TRONCAL,52,CASADO,2014-11-04T00:00:00,2015-12-02T21:30:00,ECUADOR,CANAR,MASCULINO,ZONA 6,Asesinatos
462,SAN_MIGUEL_DE_SALCEDO,SALCEDO,SALCEDO,19,NO DETERMINADO,2014-02-14T00:00:00,2015-12-02T02:00:00,ECUADOR,COTOPAXI,MASCULINO,ZONA 3,Homicidios
463,ESMERALDAS,CENTRO,ESMERALDAS,58,CASADO,2014-04-30T00:00:00,2015-12-02T17:15:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
464,VINCES,VINCES SUR,VINCES,26,SOLTERO,2014-02-25T00:00:00,2015-12-02T18:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
465,PEDRO_CARBO,PEDRO CARBO,PEDRO CARBO,22,SOLTERO,2014-02-25T00:00:00,2015-12-02T00:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
466,GUAYAQUIL,ESTEROS,ESTEROS,29,SOLTERO,2014-03-13T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
467,BIBLIAN,BIBLIAN,AZOGUES,17,SOLTERO,2014-04-19T00:00:00,2015-12-02T21:00:00,ECUADOR,CANAR,MASCULINO,ZONA 6,Homicidios
468,VENTANAS,VENTANAS SUR,VENTANAS,40,CASADO,2014-02-02T00:00:00,2015-12-02T18:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
469,EL_TRIUNFO,EL TRIUNFO ESTE,EL TRIUNFO BUCAY,8,SOLTERO,2014-04-21T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
470,PEDRO_CARBO,PEDRO CARBO,PEDRO CARBO,29,SOLTERO,2014-04-04T00:00:00,2015-12-02T12:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
471,SAN_PEDRO_DE_HUACA,SAN PEDRO DE HUACA,TULCAN,20,SOLTERO,2014-04-27T00:00:00,2015-12-02T15:00:00,ECUADOR,CARCHI,MASCULINO,ZONA 1,Asesinatos
472,GUAYAQUIL,ESTEROS,ESTEROS,44,SOLTERO,2014-03-13T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
473,QUININDE,QUININDE,QUININDE,10,SOLTERO,2014-09-03T00:00:00,2015-12-02T12:00:00,ECUADOR,ESMERALDAS,FEMENINO,ZONA 1,Homicidios
474,PEDRO_CARBO,PEDRO CARBO,PEDRO CARBO,32,SOLTERO,2014-04-04T00:00:00,2015-12-02T12:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
475,QUEVEDO,DIVINO NIÑO,QUEVEDO,25,UNION LIBRE,2014-03-18T00:00:00,2015-12-02T19:10:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
476,SAN_JACINTO_DE_BUENA_FE,FUMISA,BUENA FE,50,CASADO,2014-03-31T00:00:00,2015-12-02T10:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
477,PALESTINA,PALESTINA,BALZAR,19,SOLTERO,2014-08-04T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
478,ALAUSI,TIXAN,ALAUSI,31,SOLTERO,2014-02-22T00:00:00,2015-12-02T01:00:00,ECUADOR,CHIMBORAZO,FEMENINO,ZONA 3,Asesinatos
479,NARANJAL,NARANJAL SUR,NARANJAL BALAO,53,SOLTERO,2014-01-20T00:00:00,2015-12-02T05:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
480,PUEBLO_VIEJO,PUEBLO VIEJO,PUEBLOVIEJO,31,CASADO,2014-03-21T00:00:00,2015-12-02T07:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
481,MUISNE,CHAMANGA,ATACAMES,26,SOLTERO,2014-12-04T00:00:00,2015-12-02T21:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
482,EL_EMPALME,EMPALME CENTRO,EL EMPALME,48,SOLTERO,2014-09-03T00:00:00,2015-12-02T21:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
483,NARANJAL,NARANJAL SUR,NARANJAL BALAO,18,SOLTERO,2014-12-04T00:00:00,2015-12-02T21:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
484,EL_TRIUNFO,EL TRIUNFO ESTE,EL TRIUNFO BUCAY,51,SOLTERO,2014-08-03T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Asesinatos
485,QUITO,SAN JUAN DE CALDERON,CALDERON,28,SOLTERO,2014-07-02T00:00:00,2015-12-02T13:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
486,GUAYAQUIL,LOS CEIBOS,CEIBOS,27,SOLTERO,2014-02-15T00:00:00,2015-12-02T23:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
487,SAN_JACINTO_DE_BUENA_FE,PATRICIA PILAR,BUENA FE,39,DIVORCIADO,2014-01-14T00:00:00,2015-12-02T15:00:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Asesinatos
488,LA_MANA,LA MANA SUR,LA MANA,53,SOLTERO,2014-02-21T00:00:00,2015-12-02T08:00:00,ECUADOR,COTOPAXI,MASCULINO,ZONA 3,Homicidios
489,SALITRE,VERNAZA,SALITRE,42,SOLTERO,2014-04-24T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
490,VALENCIA,LA NUEVA UNION,BUENA FE,20,SOLTERO,2014-01-26T00:00:00,2015-12-02T00:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
491,BABAHOYO,MATA DE CACAO,BABAHOYO,57,SOLTERO,2014-07-03T00:00:00,2015-12-02T08:22:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
492,QUITO,PONCIANO,LA DELICIA,26,SOLTERO,2014-07-02T00:00:00,2015-12-02T00:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
493,PALENQUE,PALENQUE,VINCES,39,SOLTERO,2014-02-02T00:00:00,2015-12-02T05:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
494,SANTO_DOMINGO,EL PROLETARIADO,SANTO DOMINGO OESTE,56,SOLTERO,2014-03-29T00:00:00,2015-12-02T02:15:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Homicidios
495,SAN_LORENZO,FRONTERA,SAN LORENZO,40,CASADO,2014-01-19T00:00:00,2015-12-02T22:45:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
496,BALZAR,BALZAR CENTRO,BALZAR,37,CASADO,2014-02-03T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
497,QUITO,MAGDALENA,ELOY ALFARO,42,SOLTERO,2014-02-25T00:00:00,2015-12-02T13:40:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
498,PEDRO_CARBO,PEDRO CARBO,PEDRO CARBO,28,SOLTERO,2014-03-20T00:00:00,2015-12-02T23:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
499,BABAHOYO,MATA DE CACAO,BABAHOYO,36,SOLTERO,2014-02-03T00:00:00,2015-12-02T18:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
500,QUITO,CALDERON,CALDERON,35,SOLTERO,2014-09-04T00:00:00,2015-12-02T20:30:00,COLOMBIA,PICHINCHA,MASCULINO,ZONA 9,Asesinatos
501,VINCES,VINCES SUR,VINCES,54,SOLTERO,2014-12-04T00:00:00,2015-12-02T23:50:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
502,LA_TRONCAL,TRONCAL NORTE,LA TRONCAL,37,DIVORCIADO,2014-02-15T00:00:00,2015-12-02T03:20:00,ECUADOR,CANAR,MASCULINO,ZONA 6,Homicidios
503,SAN_LORENZO,FRONTERA,SAN LORENZO,49,CASADO,2014-01-19T00:00:00,2015-12-02T22:45:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
504,MUISNE,GALERAS,ATACAMES,41,SOLTERO,2014-01-14T00:00:00,2015-12-02T03:00:00,ECUADOR,ESMERALDAS,FEMENINO,ZONA 1,Asesinatos
505,MANTA,LA PRADERA,MANTA,38,CASADO,2014-01-28T00:00:00,2015-12-02T18:10:00,ECUADOR,MANABI,FEMENINO,ZONA 4,Asesinatos
506,SAN_JACINTO_DE_BUENA_FE,PATRICIA PILAR,BUENA FE,32,SOLTERO,2014-02-23T00:00:00,2015-12-02T21:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
507,SAN_LORENZO,FRONTERA,SAN LORENZO,33,SOLTERO,2014-01-15T00:00:00,2015-12-02T21:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
508,MACHALA,9 DE MAYO,MACHALA,45,SOLTERO,2014-02-15T00:00:00,2015-12-02T09:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
509,LOJA,CHONTACRUZ,LOJA,54,CASADO,2014-04-24T00:00:00,2015-12-02T18:30:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Asesinatos
510,SANTO_DOMINGO,CENTRO,SANTO DOMINGO ESTE,27,SOLTERO,2014-04-18T00:00:00,2015-12-02T21:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Homicidios
511,SAN_JACINTO_DE_YAGUACHI,VIRGEN DE FATIMA,YAGUACHI,37,SOLTERO,2014-11-03T00:00:00,2015-12-02T05:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
512,SAN_LORENZO,FRONTERA,SAN LORENZO,47,CASADO,2014-01-19T00:00:00,2015-12-02T22:45:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
513,SIGCHOS,SIGCHOS,SIGCHOS,29,SOLTERO,2014-02-14T00:00:00,2015-12-02T02:00:00,ECUADOR,COTOPAXI,MASCULINO,ZONA 3,Asesinatos
514,QUITO,MENA,ELOY ALFARO,45,CASADO,2014-02-28T00:00:00,2015-12-02T19:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
515,VENTANAS,VENTANAS NORTE,VENTANAS,41,SOLTERO,2014-12-03T00:00:00,2015-12-02T21:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
516,DAULE,JUAN BAUTISTA AGUIRRE,DAULE,44,SOLTERO,2014-04-04T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
517,DAULE,JUAN BAUTISTA AGUIRRE,DAULE,19,SOLTERO,2014-04-04T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
518,SANTO_DOMINGO,PLAN DE VIVIENDA,SANTO DOMINGO OESTE,36,SOLTERO,2014-01-21T00:00:00,2015-12-02T23:15:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Homicidios
519,TULCAN,KENNEDY,TULCAN,62,CASADO,2014-01-30T00:00:00,2015-12-02T09:00:00,ECUADOR,CARCHI,FEMENINO,ZONA 1,Homicidios
520,NARANJAL,JAIME ROLDOS,NARANJAL BALAO,26,SOLTERO,2014-02-14T00:00:00,2015-12-02T18:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
521,GUAYAQUIL,TRINITARIA SUR,ESTEROS,34,SOLTERO,2014-02-17T00:00:00,2015-12-02T11:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
522,BABA,BABA,BABAHOYO,33,SOLTERO,2014-03-22T00:00:00,2015-12-02T17:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
523,QUITO,IÑAQUITO,EUGENIO ESPEJO,42,CASADO,2014-03-26T00:00:00,2015-12-02T17:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
524,EL_GUABO,BARBONES,PASAJE,28,SOLTERO,2014-03-22T00:00:00,2015-12-02T09:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
525,SANTA_ANA,SANTA ANA,24 DE MAYO,19,SOLTERO,2014-01-08T00:00:00,2015-12-02T09:40:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
526,VINCES,VINCES SUR,VINCES,34,CASADO,2014-01-08T00:00:00,2015-12-02T20:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
527,OTAVALO,EL JORDAN,VALLE DEL AMANECER,18,SOLTERO,2014-02-08T00:00:00,2015-12-02T02:30:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Homicidios
528,QUITO,KENNEDY,EUGENIO ESPEJO,54,CASADO,2014-03-22T00:00:00,2015-12-02T20:30:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
529,QUITO,MAGDALENA,ELOY ALFARO,18,SOLTERO,2014-04-20T00:00:00,2015-12-02T01:40:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
530,ESMERALDAS,SANTA MARTHA,ESMERALDAS,27,SOLTERO,2014-03-08T00:00:00,2015-12-02T22:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
531,CAYAMBE,CAYAMBE SUR,CAYAMBE,19,SOLTERO,2014-03-08T00:00:00,2015-12-02T03:32:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Asesinatos
532,QUITO,PIFO,TUMBACO,42,CASADO,2014-02-28T00:00:00,2015-12-02T06:25:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
533,QUITO,SAN ANTONIO BAJO,LA DELICIA,20,UNION LIBRE,2014-01-05T00:00:00,2015-12-02T22:15:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
534,QUITO,CALDERON,CALDERON,44,SOLTERO,2014-09-04T00:00:00,2015-12-02T20:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Asesinatos
535,CUENCA,HERMANO MIGUEL,CUENCA NORTE,41,CASADO,2014-03-08T00:00:00,2015-12-02T15:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Homicidios
536,EL_TRIUNFO,EL TRIUNFO ESTE,EL TRIUNFO BUCAY,73,CASADO,2014-03-08T00:00:00,2015-12-02T16:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
537,SANTO_DOMINGO,CRISTO VIVE,SANTO DOMINGO ESTE,23,SOLTERO,2014-07-01T00:00:00,2015-12-02T20:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
538,SAN_LORENZO,FRONTERA,SAN LORENZO,31,SOLTERO,2014-01-27T00:00:00,2015-12-02T03:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
539,PUEBLO_VIEJO,PUEBLO VIEJO,PUEBLOVIEJO,67,SOLTERO,2014-01-02T00:00:00,2015-12-02T13:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
540,MACARA,MACARA,MACARA,27,SOLTERO,2014-07-04T00:00:00,2015-12-02T09:30:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Asesinatos
541,VALENCIA,VALENCIA,BUENA FE,49,SOLTERO,2014-12-04T00:00:00,2015-12-02T20:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
542,ARENILLAS,GUABILLO,HUAQUILLAS,68,CASADO,2014-01-13T00:00:00,2015-12-02T10:00:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Homicidios
543,LA_CONCORDIA,CONCORDIA NORTE,LA CONCORDIA,32,SOLTERO,2014-03-30T00:00:00,2015-12-02T03:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Homicidios
544,MILAGRO,APOLO,MILAGRO,36,SOLTERO,2014-01-01T00:00:00,2015-12-02T05:10:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
545,GUAYAQUIL,VENEZUELA,9 DE OCTUBRE,60,SOLTERO,2014-02-19T00:00:00,2015-12-02T17:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
546,PUERTO_FRANCISCO_DE_ORELLANA,COCA OCCIDENTE,ORELLANA LORETO,42,CASADO,2014-04-21T00:00:00,2015-12-02T21:00:00,COLOMBIA,ORELLANA,MASCULINO,ZONA 2,Homicidios
547,QUININDE,CUBE,QUININDE,45,SOLTERO,2014-07-04T00:00:00,2015-12-02T21:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
548,MILAGRO,SAN MIGUEL,MILAGRO,55,CASADO,2014-09-04T00:00:00,2015-12-02T13:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
549,LOJA,CLODOVEO JARAMILLO,LOJA,45,DIVORCIADO,2014-03-17T00:00:00,2015-12-02T17:00:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Asesinatos
550,VINCES,SANTA MARTHA,VINCES,24,SOLTERO,2014-04-19T00:00:00,2015-12-02T22:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
551,MACHALA,PUERTO BOLIVAR,MACHALA,37,SOLTERO,2014-03-14T00:00:00,2015-12-02T06:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
552,DURAN,RECREO,DURAN,24,SOLTERO,2014-02-21T00:00:00,2015-12-02T23:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
553,LOJA,MALACATOS,LOJA,62,CASADO,2014-09-03T00:00:00,2015-12-02T13:00:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Asesinatos
554,VINCES,SANTA MARTHA,VINCES,57,SOLTERO,2014-04-20T00:00:00,2015-12-02T02:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
555,SAN_LORENZO,FRONTERA,SAN LORENZO,29,SOLTERO,2014-08-01T00:00:00,,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
556,GUAYAQUIL,MONTE BELLO,PASCUALES,15,SOLTERO,2014-02-22T00:00:00,2015-12-02T07:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
557,SANTA_ROSA,TORATA,SANTA ROSA,14,SOLTERO,2014-04-19T00:00:00,2015-12-02T02:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
558,VENTANAS,VENTANAS SUR,VENTANAS,17,SOLTERO,2014-02-16T00:00:00,2015-12-02T22:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
559,PEDRO_CARBO,PEDRO CARBO,PEDRO CARBO,29,SOLTERO,2014-03-20T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
