_id,Canton,Circuito,Distrito,Edad,Estado Civil,Fecha Infracción,Hora Infracción,Nacionalidad,Provincia,Sexo,Zona,tipo_muert_matriz
141,CUENCA,BELLAVISTA,CUENCA NORTE,29,SOLTERO,2014-06-14T00:00:00,2015-12-02T17:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
142,ESMERALDAS,GUACHARACA,ESMERALDAS,32,CASADO,2014-06-14T00:00:00,2015-12-02T23:45:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
143,QUITO,LAS CUADRAS,QUITUMBE,29,CASADO,2014-06-15T00:00:00,2015-12-02T05:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
144,GUAYAQUIL,ESTEROS,ESTEROS,18,UNION LIBRE,2014-06-14T00:00:00,2015-12-02T23:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
145,QUININDE,CUBE,QUININDE,49,SOLTERO,2014-06-15T00:00:00,2015-12-02T11:40:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
146,QUEVEDO,7 DE OCTUBRE,QUEVEDO,44,DIVORCIADO,2014-06-15T00:00:00,2015-12-02T19:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
147,SAN_LORENZO,FRONTERA,SAN LORENZO,55,SOLTERO,2014-06-15T00:00:00,2015-12-02T15:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
148,ESMERALDAS,CORDERO CRESPO,ESMERALDAS,24,SOLTERO,2014-06-15T00:00:00,2015-12-02T22:30:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
149,VINCES,VINCES SUR,VINCES,20,SOLTERO,2014-06-16T00:00:00,2015-12-02T03:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
150,GUAYAQUIL,MALVINAS NORTE,ESTEROS,37,SOLTERO,2014-06-16T00:00:00,2015-12-02T01:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
151,LA_JOYA_DE_LOS_SACHAS,SAN PEDRO,LA JOYA DE LOS SACHAS,28,SOLTERO,2014-04-05T00:00:00,2015-12-02T20:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
152,VINCES,ANTONIO SOTOMAYOR,VINCES,41,CASADO,2014-06-16T00:00:00,2015-12-02T14:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
153,BABAHOYO,UNIVERSIDAD,BABAHOYO,45,CASADO,2014-05-26T00:00:00,2015-12-02T12:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
154,EL_EMPALME,PUERTO DEL MONO,EL EMPALME,33,SOLTERO,2014-06-15T00:00:00,2015-12-02T03:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Homicidios
155,SANTO_DOMINGO,BOMBOLI,SANTO DOMINGO OESTE,25,SOLTERO,2014-03-06T00:00:00,2015-12-02T20:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
156,GUAYAQUIL,PORTETE,PORTETE,59,CASADO,2014-11-04T00:00:00,2015-12-02T11:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
157,QUITO,EL CONDADO,LA DELICIA,27,SOLTERO,2014-06-16T00:00:00,2015-12-02T20:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
158,ELOY_ALFARO,BORBON,ELOY ALFARO,50,CASADO,2014-06-18T00:00:00,2015-12-02T23:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
159,QUITO,COTOCOLLAO,LA DELICIA,43,CASADO,2014-06-19T00:00:00,2015-12-02T13:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
160,SAN_JACINTO_DE_YAGUACHI,YAGUACHI SUR,YAGUACHI,46,SOLTERO,2014-06-20T00:00:00,2015-12-02T04:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Asesinatos
161,QUININDE,LA SEXTA,QUININDE,40,SOLTERO,2014-06-20T00:00:00,2015-12-02T21:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
162,GUAYAQUIL,ORQUIDEAS,PASCUALES,19,CASADO,2014-06-21T00:00:00,2015-12-02T02:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
163,SAN_JACINTO_DE_BUENA_FE,BUENA FE OESTE,BUENA FE,33,SOLTERO,2014-06-21T00:00:00,2015-12-02T09:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
164,CATAMAYO,CATAMAYO NORTE,CATAMAYO,34,SOLTERO,2014-06-21T00:00:00,2015-12-02T12:30:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Homicidios
165,GUAYAQUIL,ALBORADA,MODELO,21,SOLTERO,2014-06-21T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
166,QUITO,BARRIO NUEVO,ELOY ALFARO,31,SOLTERO,2014-06-22T00:00:00,2015-12-02T01:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
167,ALFREDO_BAQUERIZO_MORENO_(_JUJAN_),JUJAN OESTE,JUJAN SIMON BOLIVAR,49,SOLTERO,2014-06-20T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
168,GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,26,SOLTERO,2014-06-22T00:00:00,2015-12-02T21:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
169,PASAJE,VELASCO IBARRA,PASAJE,26,SOLTERO,2014-06-22T00:00:00,2015-12-02T22:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
170,MONTALVO,MONTALVO,BABAHOYO,67,CASADO,2014-06-22T00:00:00,2015-12-02T17:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
171,QUITO,CONOCOTO NORTE,LOS CHILLOS,54,CASADO,2014-06-22T00:00:00,2015-12-02T11:05:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
172,LAGO_AGRIO,NUEVO SUCUMBIOS,LAGO AGRIO,37,NO DETERMINADO,2014-06-23T00:00:00,2015-12-02T05:00:00,COLOMBIA,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
173,QUEVEDO,7 DE OCTUBRE,QUEVEDO,43,SOLTERO,2014-06-23T00:00:00,2015-12-02T10:50:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
174,PORTOVIEJO,ABDON CALDERON,PORTOVIEJO,13,SOLTERO,2014-06-24T00:00:00,2015-12-02T15:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
175,CUENCA,YANUNCAY,CUENCA SUR,36,SOLTERO,2014-06-24T00:00:00,2015-12-02T23:00:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
176,GENERAL_ANTONIO_ELIZALDE,BUCAY,EL TRIUNFO BUCAY,28,SOLTERO,2014-06-24T00:00:00,2015-12-02T07:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
177,GUAYAQUIL,ESTEROS,ESTEROS,24,SOLTERO,2014-06-24T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
178,NARANJITO,NARANJITO SUR,NARANJITO MARCELINO MARIDUEÑA,45,SOLTERO,2014-06-24T00:00:00,2015-12-02T19:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
179,QUITO,LAS CUADRAS,QUITUMBE,25,SOLTERO,2014-06-26T00:00:00,2015-12-02T02:39:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
180,SANTO_DOMINGO,CENTRO,SANTO DOMINGO ESTE,26,SOLTERO,2014-06-16T00:00:00,2015-12-02T18:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
181,GUAYAQUIL,PUNA,SUR,17,SOLTERO,2014-06-23T00:00:00,2015-12-02T17:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
182,QUITO,CUMBAYA SUR,TUMBACO,35,CASADO,2014-06-27T00:00:00,2015-12-02T02:39:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
183,CUENCA,MOLLETURO,CUENCA SUR,7,SOLTERO,2014-06-26T00:00:00,2015-12-02T16:00:00,ECUADOR,AZUAY,FEMENINO,ZONA 6,Asesinatos
184,GUAYAQUIL,TENGUEL,MODELO,30,SOLTERO,2014-06-20T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
185,QUITO,FERROVIARIA,ELOY ALFARO,38,CASADO,2014-06-28T00:00:00,2015-12-02T21:00:00,COLOMBIA,PICHINCHA,MASCULINO,ZONA 9,Homicidios
186,QUEVEDO,LA ESPERANZA,QUEVEDO,35,SOLTERO,2014-06-29T00:00:00,2015-12-02T00:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
187,GUARANDA,SAN LORENZO,GUARANDA,71,SOLTERO,2014-06-28T00:00:00,2015-12-02T23:00:00,ECUADOR,BOLIVAR,FEMENINO,ZONA 5,Homicidios
188,DURAN,LIGA CANTONAL,DURAN,39,SOLTERO,2014-06-29T00:00:00,2015-12-02T12:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
189,SAMBORONDON,SAMBORONDON,SAMBORONDON,20,SOLTERO,2014-06-29T00:00:00,2015-12-02T19:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
190,CALUMA,CALUMA,SUBTROPICO,27,SOLTERO,2014-06-29T00:00:00,2015-12-02T00:30:00,ECUADOR,BOLIVAR,MASCULINO,ZONA 5,Homicidios
191,COTACACHI,IMANTAG,TIERRA DEL SOL,26,SOLTERO,2014-06-30T00:00:00,2015-12-02T08:30:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Asesinatos
192,NARANJAL,TAURA,NARANJAL BALAO,63,CASADO,2014-06-30T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
193,ESMERALDAS,BELLAVISTA NORTE,ESMERALDAS,35,SOLTERO,2014-01-07T00:00:00,2015-12-02T03:30:00,COLOMBIA,ESMERALDAS,FEMENINO,ZONA 1,Asesinatos
194,GUAYAQUIL,UNION DE BANANEROS,SUR,23,SOLTERO,2014-06-28T00:00:00,2015-12-02T07:50:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
195,QUITO,ARGELIA,ELOY ALFARO,18,SOLTERO,2014-02-07T00:00:00,2015-12-02T04:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
196,GUAYAQUIL,FLORESTA,SUR,20,SOLTERO,2014-06-28T00:00:00,2015-12-02T10:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
197,GUAYAQUIL,MUCHO LOTE,PASCUALES,23,SOLTERO,2014-06-28T00:00:00,2015-12-02T23:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
198,ESMERALDAS,BELLAVISTA NORTE,ESMERALDAS,31,SOLTERO,2014-02-07T00:00:00,2015-12-02T12:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
199,EL_GUABO,BARBONES,PASAJE,32,SOLTERO,2014-02-07T00:00:00,2015-12-02T06:10:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
200,ARCHIDONA,ARCHIDONA,TENA,5,SOLTERO,2014-06-22T00:00:00,2015-12-02T00:00:00,ECUADOR,NAPO,FEMENINO,ZONA 2,Asesinatos
201,SHUSHUFINDI,SHUSHUFINDI CENTRO,SHUSHUFINDI,24,SOLTERO,2014-02-07T00:00:00,2015-12-02T21:40:00,ECUADOR,SUCUMBIOS,FEMENINO,ZONA 1,Femicidios
202,PASAJE,VELASCO IBARRA,PASAJE,32,SOLTERO,2014-03-07T00:00:00,2015-12-02T03:20:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
203,ARENILLAS,LA LIBERTAD,HUAQUILLAS,32,SOLTERO,2014-06-14T00:00:00,2015-12-02T22:20:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
204,MACHALA,LA FERROVIARIA,MACHALA,29,CASADO,2014-03-07T00:00:00,2015-12-02T12:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
205,TENA,AEROPUERTO,TENA,26,CASADO,2014-03-07T00:00:00,2015-12-02T16:15:00,ECUADOR,NAPO,MASCULINO,ZONA 2,Homicidios
206,MEJIA,CUTUGLAGUA,RUMIÑAHUI - MEJIA,41,CASADO,2014-05-07T00:00:00,2015-12-02T15:30:00,COLOMBIA,PICHINCHA,FEMENINO,ZONA 2,Homicidios
207,MEJIA,CUTUGLAGUA,RUMIÑAHUI - MEJIA,18,SOLTERO,2014-05-07T00:00:00,2015-12-02T15:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Asesinatos
208,VINCES,ANTONIO SOTOMAYOR,VINCES,83,SOLTERO,2014-04-07T00:00:00,2015-12-02T10:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
209,RUMINAHUI,SAN RAFAEL,RUMIÑAHUI - MEJIA,45,CASADO,2014-05-07T00:00:00,2015-12-02T20:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Asesinatos
210,ESMERALDAS,SANTA MARTHA,ESMERALDAS,29,UNION LIBRE,2014-07-07T00:00:00,2015-12-02T10:00:00,COLOMBIA,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
211,QUEVEDO,LA MERCED,QUEVEDO,19,SOLTERO,2014-07-07T00:00:00,2015-12-02T13:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
212,SAN_LORENZO,FRONTERA,SAN LORENZO,21,SOLTERO,2014-07-07T00:00:00,2015-12-02T20:40:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
213,QUITO,SAN JUAN DE CALDERON,CALDERON,36,CASADO,2014-05-07T00:00:00,2015-12-02T23:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
214,PASAJE,VELASCO IBARRA,PASAJE,21,SOLTERO,2014-08-07T00:00:00,2015-12-02T13:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
215,GUAYAQUIL,PORTETE,PORTETE,25,SOLTERO,2014-08-07T00:00:00,2015-12-02T13:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
216,BOLIVAR,BOLIVAR,MONTUFAR,36,CASADO,2014-08-07T00:00:00,2015-12-02T23:59:00,ECUADOR,CARCHI,MASCULINO,ZONA 1,Asesinatos
217,RIO_VERDE,MONTALVO,RIO VERDE,44,SOLTERO,2014-12-07T00:00:00,2015-12-02T00:04:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
218,QUITO,EL PLACER,MANUELA SAENZ,17,SOLTERO,2014-11-07T00:00:00,2015-12-02T20:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
219,CALUMA,CALUMA,SUBTROPICO,54,DIVORCIADO,2014-11-07T00:00:00,2015-12-02T20:00:00,ECUADOR,BOLIVAR,MASCULINO,ZONA 5,Asesinatos
220,QUITO,SAN ANTONIO BAJO,LA DELICIA,21,SOLTERO,2014-12-07T00:00:00,2015-12-02T00:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
221,BABA,BABA,BABAHOYO,27,SOLTERO,2014-07-13T00:00:00,2015-12-02T00:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
222,DAULE,DAULE CENTRO,DAULE,22,SOLTERO,2014-07-13T00:00:00,2015-12-02T04:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
223,RUMINAHUI,SAN RAFAEL,RUMIÑAHUI - MEJIA,29,SOLTERO,2014-07-13T00:00:00,2015-12-02T03:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Homicidios
224,LA_JOYA_DE_LOS_SACHAS,SAN SEBASTIAN,LA JOYA DE LOS SACHAS,50,SOLTERO,2014-06-28T00:00:00,2015-12-02T16:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Homicidios
225,MANTA,CUBA,MANTA,26,SOLTERO,2014-07-14T00:00:00,2015-12-02T20:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
226,SANTO_DOMINGO,JUAN EULOGIO,SANTO DOMINGO OESTE,22,SOLTERO,2014-11-07T00:00:00,2015-12-02T15:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
227,QUITO,QUITUMBE,QUITUMBE,19,SOLTERO,2014-07-15T00:00:00,2015-12-02T12:00:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
228,LAGO_AGRIO,NUEVO SUCUMBIOS,LAGO AGRIO,28,SOLTERO,2014-02-28T00:00:00,2015-12-02T22:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
229,PUTUMAYO,PUERTO RODRIGUEZ,PUTUMAYO,36,CASADO,2014-06-01T00:00:00,2015-12-02T16:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
230,QUEVEDO,GALO PLAZA,QUEVEDO,40,DIVORCIADO,2014-07-15T00:00:00,2015-12-02T19:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
231,LAGO_AGRIO,GENERAL FARFAN,LAGO AGRIO,80,VIUDO,2014-01-01T00:00:00,2015-12-02T01:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
232,SANTO_DOMINGO,PLAN DE VIVIENDA,SANTO DOMINGO OESTE,34,CASADO,2014-07-17T00:00:00,2015-12-02T00:05:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,FEMENINO,ZONA 4,Homicidios
233,PORTOVIEJO,LOS CEREZOS,PORTOVIEJO,18,SOLTERO,2014-07-16T00:00:00,2015-12-02T22:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
234,SAMBORONDON,TARIFA,SAMBORONDON,71,CASADO,2014-07-17T00:00:00,2015-12-02T20:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
235,QUITO,SAN JUAN DE CALDERON,CALDERON,54,CASADO,2014-06-07T00:00:00,2015-12-02T12:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
236,GUAYAQUIL,UNION DE BANANEROS,SUR,27,SOLTERO,2014-07-18T00:00:00,2015-12-02T17:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
237,EL_TRIUNFO,EL TRIUNFO OESTE,EL TRIUNFO BUCAY,19,SOLTERO,2014-07-18T00:00:00,2015-12-02T18:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
238,GUAYAQUIL,MALVINAS SUR,ESTEROS,32,SOLTERO,2014-07-18T00:00:00,2015-12-02T19:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
239,PEDERNALES,BECHE,PEDERNALES,32,SOLTERO,2014-07-18T00:00:00,2015-12-02T23:50:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
240,EL_TRIUNFO,EL TRIUNFO OESTE,EL TRIUNFO BUCAY,30,CASADO,2014-07-18T00:00:00,2015-12-02T21:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
241,BABAHOYO,PIMOCHA,BABAHOYO,34,SOLTERO,2014-07-19T00:00:00,2015-12-02T08:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
242,QUEVEDO,LA ESPERANZA,QUEVEDO,47,CASADO,2014-07-19T00:00:00,2015-12-02T22:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
243,QUEVEDO,GUAYACAN,QUEVEDO,31,VIUDO,2014-07-19T00:00:00,2015-12-02T01:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
244,MACHALA,EL CAMBIO,MACHALA,34,SOLTERO,2014-07-20T00:00:00,2015-12-02T01:50:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
245,QUITO,COCHAPAMBA,EUGENIO ESPEJO,34,SOLTERO,2014-07-20T00:00:00,2015-12-02T04:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
246,LAGO_AGRIO,EL ENO,LAGO AGRIO,32,SOLTERO,2014-04-25T00:00:00,2015-12-02T12:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
247,AMBATO,SIMON BOLIVAR,AMBATO SUR,31,SOLTERO,2014-07-04T00:00:00,2015-12-02T18:00:00,ECUADOR,TUNGURAHUA,FEMENINO,ZONA 3,Asesinatos
248,AMBATO,LETAMENDI,AMBATO SUR,13,SOLTERO,2014-07-04T00:00:00,2015-12-02T04:00:00,ECUADOR,TUNGURAHUA,MASCULINO,ZONA 3,Asesinatos
249,LATACUNGA,LASSO,LATACUNGA,92,VIUDO,2014-07-19T00:00:00,2015-12-02T00:00:00,ECUADOR,COTOPAXI,FEMENINO,ZONA 3,Homicidios
250,PICHINCHA,RIO VENDIDO,PICHINCHA,32,SOLTERO,2014-07-19T00:00:00,2015-12-02T21:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
251,LAGO_AGRIO,EL DORADO,LAGO AGRIO,24,SOLTERO,2014-04-29T00:00:00,2015-12-02T23:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
252,LAGO_AGRIO,EL DORADO,LAGO AGRIO,21,SOLTERO,2014-09-03T00:00:00,2015-12-02T05:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
253,LAGO_AGRIO,SANTA CECILIA,LAGO AGRIO,40,SOLTERO,2014-04-25T00:00:00,2015-12-02T00:02:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Homicidios
254,GUAYAQUIL,ANTEPARA,9 DE OCTUBRE,45,CASADO,2014-07-22T00:00:00,2015-12-02T15:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
255,LAGO_AGRIO,PARQUE ECOLOGICO,LAGO AGRIO,33,SOLTERO,2014-01-31T00:00:00,2015-12-02T02:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
256,CUYABENO,TARAPOA,PUTUMAYO,51,UNION LIBRE,2014-03-26T00:00:00,2015-12-02T01:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
257,PUTUMAYO,PALMA ROJA,PUTUMAYO,45,NO DETERMINADO,2014-01-20T00:00:00,2015-12-02T19:00:00,COLOMBIA,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
258,PUERTO_FRANCISCO_DE_ORELLANA,COCA ORIENTE,ORELLANA LORETO,42,DIVORCIADO,2014-06-29T00:00:00,2015-12-02T18:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Homicidios
259,PUERTO_FRANCISCO_DE_ORELLANA,COCA OCCIDENTE,ORELLANA LORETO,17,SOLTERO,2014-05-31T00:00:00,2015-12-02T00:05:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
260,LAGO_AGRIO,GENERAL FARFAN,LAGO AGRIO,29,NO DETERMINADO,2014-04-01T00:00:00,2015-12-02T12:35:00,COLOMBIA,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
261,LAGO_AGRIO,EL DORADO,LAGO AGRIO,20,SOLTERO,2014-02-21T00:00:00,2015-12-02T04:40:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
262,LA_JOYA_DE_LOS_SACHAS,SAN SEBASTIAN,LA JOYA DE LOS SACHAS,36,SOLTERO,2014-06-27T00:00:00,2015-12-02T21:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
263,LAGO_AGRIO,SANTA CECILIA,LAGO AGRIO,29,SOLTERO,2014-04-21T00:00:00,2015-12-02T21:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
264,LAGO_AGRIO,SANTA CECILIA,LAGO AGRIO,23,SOLTERO,2014-04-21T00:00:00,2015-12-02T21:30:00,ECUADOR,SUCUMBIOS,FEMENINO,ZONA 1,Asesinatos
265,GUAYAQUIL,UNION DE BANANEROS,SUR,26,SOLTERO,2014-07-04T00:00:00,2015-12-02T01:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
266,LA_JOYA_DE_LOS_SACHAS,SAN SEBASTIAN,LA JOYA DE LOS SACHAS,38,CASADO,2014-06-23T00:00:00,2015-12-02T08:30:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
267,LAGO_AGRIO,SANTA CECILIA,LAGO AGRIO,20,SOLTERO,2014-04-21T00:00:00,2015-12-02T21:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
268,GUAYAQUIL,GUASMO,SUR,39,SOLTERO,2014-07-23T00:00:00,2015-12-02T08:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
269,TULCAN,JULIO ANDRADE,TULCAN,34,SOLTERO,2014-01-01T00:00:00,2015-12-02T03:00:00,ECUADOR,CARCHI,MASCULINO,ZONA 1,Homicidios
270,GUAYAQUIL,ANTEPARA,9 DE OCTUBRE,25,SOLTERO,2014-07-23T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
271,TULCAN,KENNEDY,TULCAN,26,SOLTERO,2014-01-01T00:00:00,2015-12-02T07:00:00,ECUADOR,CARCHI,MASCULINO,ZONA 1,Homicidios
272,SHUSHUFINDI,SHUSHUFINDI CENTRO,SHUSHUFINDI,43,CASADO,2014-02-04T00:00:00,2015-12-02T19:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Homicidios
273,LAGO_AGRIO,GENERAL FARFAN,LAGO AGRIO,41,CASADO,2014-12-04T00:00:00,2015-12-02T20:00:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
274,CUENCA,SUCRE,CUENCA SUR,20,SOLTERO,2014-07-25T00:00:00,2015-12-02T08:00:00,ECUADOR,AZUAY,FEMENINO,ZONA 6,Asesinatos
275,LAGO_AGRIO,GENERAL FARFAN,LAGO AGRIO,31,UNION LIBRE,2014-12-01T00:00:00,2015-12-02T20:10:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
276,QUEVEDO,LA MERCED,QUEVEDO,27,SOLTERO,2014-07-25T00:00:00,2015-12-02T15:10:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
277,GONZANAMA,GONZANAMA,CALVAS,82,VIUDO,2014-07-24T00:00:00,2015-12-02T04:00:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Homicidios
278,LA_TRONCAL,TRONCAL NORTE,LA TRONCAL,78,SOLTERO,2014-07-26T00:00:00,2015-12-02T01:00:00,ECUADOR,CANAR,MASCULINO,ZONA 6,Homicidios
